stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
200,,Karl Topia,Pas rrethrotullimit tek Sheshi ?Karl Topia? (karburanti),41.33219113297227,19.804236676848543,,,0,,,0,,
201,,Inxhinieria,Në afërsi të kryqëzimit të Rrugës ?Muhamet Gjollesha? me Rrugën ?Sandër Prosi?,41.32861162799603,19.802679835008533,,,0,,,0,,
202,,Sabaudin Gabrani,Pas kryqëzimit të Rrugës së ?Kavajës? me Rrugën ?Muhamet Gjollesha?,41.3250042431,19.8036742349,,,0,,,0,,
203,,Sabaudin Gabrani,Përpara kryqëzimit të Rrugës ?Muhamet Gjollesha? me Rrugën e ?Kavajës?,41.325010698499995,19.8039334372,,,0,,,0,,
204,,Gjykata,"Blv. ""Gjergj Fishta"", në kryqëzimin me Rrugën ""Nikolla Lena""",41.3220485695,19.8068524006,,,0,,,0,,
205,,Vasil Shanto A,"Blv. ?Bajram Curri?, pas Urës ?Vasil Shanto?",41.3214707928,19.8066670146,,,0,,,0,,
206,,Drejtoria Policisë A,"Blv. Gjergj Fishta, në kryqëzimin me Rrugën Sami Frashëri",41.322961972499996,19.8127458138,,,0,,,0,,
207,,Kinema Agimi,"Blv. ?Bajram Curri?, pranë ish ? Kinema ?Agimi?",41.3227465406,19.8147101519,,,0,,,0,,
208,,Shallvaret,"Blv. ?Gjergj Fishta?, në afërsi të kryqëzimit me Rrugën ?Ibrahim Rugova?",41.3237895163,19.817898275,,,0,,,0,,
209,,Vëllezërit Frashëri,"Kryqëzimi i  Blv. ?Bajram Curri? me Blv. ?Dëshmorët e Kombit?, pranë Lulishtes ?3 Vëllezërit Frashëri?.",41.32338542619999,19.8187805845,,,0,,,0,,
210,,Xhamia Namazgjasë,"Blv. ?Zhan Dark?, në afërsi të kryqëzimit me Rrugën ?Xhorxh W. Bush?",41.32512787459999,19.8244318832,,,0,,,0,,
211,,Sheshi Ali Demi,Pas kryqëzimit të Blv. ?Bajram Curri? me Rrugën ?Ali Demi?,41.32797863550001,19.8293515599,,,0,,,0,,
212,,Brryli,"Pas kryqëzimit të Blv. ?Zhan Dark? me Rrugën ?Arkitekt Kasemi?, tek ?Brryli?",41.331177719270244,19.834339623754165,,,0,,,0,,
213,,Odhise Paskali,Pas kryqëzimit të Rrugës ?Bardhyl? me Rrugën  ?Hoxha Tahsim?,41.334303665200004,19.8331578455,,,0,,,0,,
214,,Odhise Paskali,Kryqëzimin e Rrugës ?Bardhyl? me Rrugën ?Hoxha Tahsim?,41.33516035078609,19.832363742121295,,,0,,,0,,
215,,Çajupi,"në afërsi të kryqëzimit të rrugës ""Bardhyl"" me Rrugën ""Kongresi i Manastirit""",41.336525180220086,19.831443093682545,,,0,,,0,,
216,,Çajupi,"kryqëzimi i rrugës ""Bardhyl"" me rrugën ""Kongresi i Manastirit""",41.33776407049999,19.8308144933,,,0,,,0,,
217,,Farmacia 10,Në afërsi të kryqëzimit të Rrugës ?Bardhyl? me Rrugën e ?Dibrës?,41.33966545873221,19.829274962846107,,,0,,,0,,
218,,Farmacia 10,Kryqëzimi i Rrugës ?Bardhyl? me Rrugën ?Kongresi i Manastirit?,41.3394810832,19.8296477175,,,0,,,0,,
219,,Piramida,"Blv. ?Dëshmorët e Kombit?, (ne segmentin e kufizuar nga blv.""Bajram Curri"" dhe ""Ismail Qemali"" sipas sensit jug-veri / piramida",41.3228095933,19.8200384801,,,0,,,0,,
220,,Libri Universitar,"në rrugën ""Abdyl Frashëri"", përballë Librit Universitar",41.31925033929999,19.818127463000003,,,0,,,0,,
221,,Sheshi Wilson,"Në Rrugën ?Sami Frashëri?, tek Drejtoria e Përgjithshme e Rrugëve",41.317645974799994,19.8146893603,,,0,,,0,,
222,,Rruga e Kosovarëve,"Ne afërsi të kryqëzimit të Rrugës ?Kristo Luarasi?, me Rrugën ?E Kosovarëve?",41.3125529327,19.8147975876,,,0,,,0,,
223,,Rruga e Kosovarëve,"Ne afërsi të kryqëzimit të Rrugës ?Kristo Luarasi?, me Rrugën ?Anton Ashta''",41.312169299199994,19.8140683573,,,0,,,0,,
224,,Kopshti Zoologjik,"Në Rrugën ?Liqeni i Thatë?, në afërsi të Kopështit Zoologjik.",41.3090332693,19.8109657027,,,0,,,0,,
225,,Rruga Peti,"Në Rrugën ?Liqeni i Thatë?, në afërsi të Kopshtit Zoologjik.",41.3070472334,19.8133411797,,,0,,,0,,
226,,Liqeni Thatë,"Në Rrugën dytësore, përbri Autostradës Tiranë ? Elbasan, tek ?Liqeni i Thatë?.  Stacioni",41.30574743179481,19.81486469949252,,,0,,,0,,
227,,Liqeni Thatë,"Në Rrugën dytësore, përbri Autostradës Tiranë ? Elbasan, tek ?Liqeni i Thatë?.  Stacioni",41.30533229318255,19.815808075344645,,,0,,,0,,
231,,Kopshti Zoologjik,"ne fillim te diges se Parkut te Liqenit Artificial, pas rrethrrotullimit te Koopshtit Zoologjik",41.3090082936,19.8111493376,,,0,,,0,,
232,,Petro Nini Luarasi,"Në Rrugën ?Sami Frashëri?, tek Drejtoria e Përgjithshme e Rrugëve",41.3174689331,19.8148701567,,,0,,,0,,
233,,TEG,Ish Stacioni i Trenit ? Qendër ? Sauk i Ri/ Sauk i Vjetër/ Sanatoium ? Teg? / TEG,41.28302700488112,19.85831057223775,,,0,,,0,,
234,,Barrikadat,Rruga Barikadave,41.33534086064495,19.818123493425098,,,0,,,0,,
235,,Kisha Katolike,"Në Rrugën e ?Kavajës?, përballë ?Kishës Katolike?.",41.32765370927371,19.809283074712326,,,0,,,0,,
236,,Poliklinika 9,"Ne Rrugën e ?Kavajës?, në afërsi të kryqëzimit ?21 Dhjetori? përballë ?Poliklinikës Nr. 9?.",41.3259058126597,19.804271645634884,,,0,,,0,,
237,,Ndre Mjeda,"Në Rrugën e ?Kavajës?, tek kryqëzimi me Rrugën ?Ndre Mjeda",41.323812532899986,19.7966195143,,,0,,,0,,
238,,Tregu,"Në Rrugën e ""Konferenca e Pezzës"", tek kryqëzimi me Rrugën ""Hamdi Pepo""",41.32093252498833,19.78711166996797,,,0,,,0,,
239,,UKT,Në Rrugën e ?Konferenca e Pezës? në afërsi të kryqëzimit me rrugën ?H.Culhaj?.,41.31766020989999,19.7772227512,,,0,,,0,,
240,,Sheshi Shqiponja,"Në Rrugën ?Teodor Keko?, pas Sheshit Shqiponja.",41.3384663012889,19.785070977302613,,,0,,,0,,
241,,Lumi Lanë,"Në Rrugën ?Teodor Keko?, pas Urës së Lumit ?Lanë?.",41.33570596701329,19.783050246086457,,,0,,,0,,
242,,Aleksandri Madh,Pas kryqëzimit të Rrugës ?Teodor Keko? me Rrugën ?Kristaq Mone?,41.331550006058514,19.78383828337263,,,0,,,0,,
243,,Kombinati Mishit,"në Rrugën ""3 Dëshmorët"", në afërsi të Kombinatit të Mishit Yzberisht",41.3229969417873,19.781670895153418,,,0,,,0,,
244,,Bego Hoxha,"në rrugën ""3 Dëshmorët"", para kryqëzimit me rrugën ""Bego Hoxha""",41.32386732859999,19.7767073376,,,0,,,0,,
245,,Bego Hoxha,"në rrugën ""3 Dëshmorët"", para kryqëzimit me rrugën ""Bego Hoxha""",41.3237116274,19.7766000553,,,0,,,0,,
246,,Besim Alla,"në rrugën ""3 Dëshmorët"", pas kryqëzimit me rrugën ""Besim Alla""",41.324928955599994,19.774218263,,,0,,,0,,
247,,Besim Alla,"në rrugën ""3 Dëshmorët"", pas kryqëzimit me rrugën ""Besim Alla""",41.3248828106,19.7740166263,,,0,,,0,,
248,,Yzberisht,"në rrugën ""3 Dëshmorët"", në afërsi të kryqëzimit me rrugën ""Lasgush Pogradeci""",41.32652253197036,19.773845185098722,,,0,,,0,,
249,,Yzberisht,"në rrugën ""3 Dëshmorët"", në afërsi të kryqëzimit me rrugën ""Lasgush Pogradeci""",41.326480660099485,19.77373890095553,,,0,,,0,,
250,,Mëzez,Në afërsi të kryqëzimit të Rrugës ?Gani Toptani? me Rrugën ?Kasem Shima?,41.33829802249009,19.76395396175507,,,0,,,0,,
251,,Mëzez,Në afërsi të kryqëzimit të Rrugës ?Gani Toptani? me Rrugën ?Kasem Shima?,41.338313283944416,19.76377401227214,,,0,,,0,,
252,,Top Channel,"në rrugën ""7 Nëntori"", para televizionit ""Top Channel""",41.34090350074912,19.7606869995808,,,0,,,0,,
253,,Top Channel,"në rrugën ""7 Nëntori"", para televizionit ""Top Channel""",41.3408991105036,19.760563160647354,,,0,,,0,,
254,,Misto Mame,"Në Rrugën e ?Konferenca e Pezës?, pranë ?Misto Mames?",41.31894383477895,19.78141721338425,,,0,,,0,,
255,,Erzen Lita,"në Rrugën ?Sokrat Miho?, para kryqëzimit me Rrugën ?Erzen Lita",41.33417482852584,19.775795892229894,,,0,,,0,,
256,,Loni Ligori,"është në afërsi të kryqëzimit të rrugës ""Sokrat Miho"" me rrugën ""Loni Ligori""",41.332323421280336,19.778176094654956,,,0,,,0,,
257,,Qemal Stafa,"Në Rrugën e ?Durrësit?, përballë Shkollës ?Qemal Stafa?",41.33236721109999,19.8061224701,,,0,,,0,,
258,,Banka Shqipërisë,"Në Rrugën e ?Kavajës?, përpara kryqëzimit me Rrugën ?Ibrahim Rugova? / dalje e rruges se Kavajes",41.32807721192069,19.815586233254727,,,0,,,0,,
259,,Pallati Minierave,"në rrugën ""3 Dëshmorët"", pas kryqëzimit me rrugën ""Ëngjëll Mashi""",41.32834987372154,19.773955723515854,,,0,,,0,,
260,,Ish-Xhenio,"Në Rrugën ""Gani Toptani"", tek ""Lavazhi""",41.33393194828048,19.769994586530878,,,0,,,0,,
261,,Pallati Minierave,"në rrugën ""3 Dëshmorët"", pas kryqëzimit me Rrugën ""Ëngjëll Mashi""",41.32840352979002,19.774049807970314,,,0,,,0,,
262,,Ish-Xhenio,"Në Rrugën ""Gani Toptani"", tek ""Lavazhi""",41.333805964025835,19.769965852216174,,,0,,,0,,
263,,Njësia Kashar,"Në Rrugën ?Sokrat Miho?, në afërsi të kryqëzimit me Rrugën ?Mikel Maruli?.",41.33119067712406,19.780230705069396,,,0,,,0,,
264,,Serat,"Në Rrugën ?Kasem Shima?, tek kryqëzimi me Rrugën ?Sokrat Miho?.",41.340677706799994,19.7654482175,,,0,,,0,,
265,,Serat,"Në Rrugën ?Kasem Shima?, tek kryqëzimi me Rrugën ?Sokrat Miho?.",41.34077308559999,19.7656445382,,,0,,,0,,
266,,Njësia Kashar,"Në Rrugën ?Sokrat Miho?, në afërsi të kryqëzimit me Rrugën ?Mikel Maruli?",41.33071414542329,19.78066993919178,,,0,,,0,,
267,,Radio Planet,"në rrugën ""7 Nëntori"", përballë radio ""New Planet""",41.34332392889999,19.757462524800005,,,0,,,0,,
268,,Radio Planet,"në rrugën ""7 Nëntori"", përballë radio ""New Planet""",41.3430836989,19.7575376103,,,0,,,0,,
269,,Pasqyra,"në rrugën ""7 Nëntori"", tek kryqëzimi me rrugën ""Han""",41.3459700541,19.7538227912,,,0,,,0,,
270,,Pasqyra,"në rrugën ""7 Nëntori"", tek kryqëzimi me rrugën ""Han""",41.34617456964446,19.753305163886072,,,0,,,0,,
271,,Xhamia,"në rrugën ""28 Nëntori"", pas kryqëzimit me rrugën ""Demokracia""",41.350921318007,19.74529137706519,,,0,,,0,,
272,,Xhamia,"në rrugën ""28 Nëntori"", pas kryqëzimit me rrugën ""Demokracia""",41.35116836619939,19.74479833904225,,,0,,,0,,
273,,Fusha Sportit,"në afërsi të kryqëzimit të rrugës ""28 Nëntori"", me rrugën ""Noz Llaku""",41.35263463271844,19.74180450993711,,,0,,,0,,
274,,Fusha Sportit,"në afërsi të kryqëzimit të rrugës ""28 Nëntori"", me rrugën ""Noz Llaku""",41.35248036179984,19.742022993681292,,,0,,,0,,
275,,100 Vjetori,"Në Rrugën ?Sadik Stavileci?, në afërsi të Shkollës së Mesme të Bashkuar ?100 Vjetori?",41.35307539526673,19.73797240790483,,,0,,,0,,
278,,Tom Plezha,""" Rruga Tom Plezha"" Drejtimi Astir",41.32938488134866,19.78364116192854,,,0,,,0,,
279,,Tom Plezha,"""Rruga JOKLIN PERSI"" Drejtimi Qender",41.32931676137469,19.78405623228997,,,0,,,0,,
280,,Kombinati Mishit,"në rrugën ""3 Dëshmorët"", në afërsi të Kombinatit të Mishit Yzberisht",41.32303627111329,19.781866888178754,,,0,,,0,,
281,,Joklin Persi,"në rrugën ""3 Dëshmorët"", para kryqëzimit me rrugën ""Bego Hoxha""",41.3233835249,19.7791142831,,,0,,,0,,
282,,Joklin Persi,"në rrugën ""3 Dëshmorët"", para kryqëzimit me rrugën ""Bego Hoxha""",41.323483929999995,19.7790473201,,,0,,,0,,
283,,Erzen Lita,"Në Rrugën ""Sokrat Miho"", para kryqëzimit me Rrugën ""Erzen Lita""",41.33421250344322,19.775399493597494,,,0,,,0,,
284,,Loni Ligori,"është në afërsi të kryqëzimit të rrugës ""Sokrat Miho"" me rrugën ""Loni Ligori""",41.33246505546861,19.778339675352953,,,0,,,0,,
288,,Terminal B,"në Rrugën ""Kastriotët"", pranë kompleksit të pallateve ""Malezjane""",41.344039721468775,19.77611806349962,,,0,,,0,,
289,,DPSHTRr,"në rrugën dytësore përbri autostradës Tiranë - Durrës, tek drejtoria e përgjithshme e shërbimeve të transportit rrugor ""Drejtoria Rajonale Tiranë""",41.36033795194607,19.726523414298544,,,0,,,0,,
290,,QTU,"në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë qendrës tregëtare univers",41.352615730965354,19.748826194318553,,,0,,,0,,
291,,Shkolla,"në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë kompanisë VEKO",41.34700845855311,19.765225746834748,,,0,,,0,,
292,,QTU,"Në Rrugën dytësore përbri Autostradës Tiranë - Durrës, pranë Qendrës Tregëtare Univers",41.35282567658727,19.748453987727736,,,0,,,0,,
293,,DPSHTRr,"në rrugën dytësore përbri autostradës Tiranë - Durrës, tek Drejtoria e përgjithshme e shërbimeve të transportit Rrugor ""Drejtoria Rajonale Tiranë""",41.36030169444617,19.726872469449052,,,0,,,0,,
294,,City Park,Pranë Qendrës Tregëtare City Park.,41.367162026207545,19.688748647771632,,,0,,,0,,
295,,Shkolla,"në trugën dytësore përbri autostradës Tiranë - Durrës, pranë kompanisë VEKO",41.34685420480215,19.76540549378644,,,0,,,0,,
296,,Tregu Ushqimor,"në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë tregut agroushqimor",41.34522794850461,19.770026136318243,,,0,,,0,,
297,,Tregu Ushqimor,autostrada Tiranë - Durrës,41.345363362719624,19.769959891502182,,,0,,,0,,
298,,Gryka Kaçanikut,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë kompanisë Coca-Cola",41.35165030819511,19.751808557782223,,,0,,,0,,
299,,Gryka Kaçanikut,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë kompanisë Coca-Cola",41.351632202576496,19.751636495556117,,,0,,,0,,
300,,Yrshek,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të fshatit Yrshek",41.354801549799994,19.74244277,,,0,,,0,,
301,,Yrshek,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të fshatit Yrshek",41.35473753059999,19.7429493956,,,0,,,0,,
302,,Domje,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të fshatit domje",41.35847693399999,19.7318451953,,,0,,,0,,
303,,Domje,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të fshatit domje",41.3583982893,19.732386031000004,,,0,,,0,,
304,,Radio Stacioni,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të ish-radiostacionit",41.36353907890001,19.714361135,,,0,,,0,,
305,,Radio Stacioni,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë mbikalimit të ish-radiostacionit",41.3634821738,19.7149827276,,,0,,,0,,
306,,Mbikalimi,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë Aurora Group",41.361782980702735,19.72123614019997,,,0,,,0,,
307,,Mbikalimi,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë Aurora Group",41.361736052000005,19.7218366181,,,0,,,0,,
308,,Qafë Kashar,është në rrugën dytësore përbri autostradës Tiranë - Durrës,41.36947108108229,19.699396056562087,,,0,,,0,,
309,,Qafë Kashar,është në rrugën dytësore përbri autostradës Tiranë - Durrës,41.36960937511931,19.698110032773975,,,0,,,0,,
310,,Megatek,"është në rrugën ""Egnatia"", pranë Qendrës Tregtare Megatek",41.369373294099994,19.7066108462,,,0,,,0,,
311,,Megatek,"është në rrugën ""Egnatia"", pranë qendrë Tregtare Megatek",41.36954445559999,19.7064666739,,,0,,,0,,
312,,Ura Limuthit,është në rrugën dytësore përbri autostradës Tiranë - Durrës,41.370887746399994,19.6913238934,,,0,,,0,,
313,,Ura Limuthit,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, pranë urës së limuthit",41.370936672399985,19.6915396264,,,0,,,0,,
314,,DPM,"është në rrugën dytësore përbri autrostradës Tiranë - Durrës, tek DHL",41.362693287899994,19.7181684837,,,0,,,0,,
315,,DPM,"është në rrugën dytësore përbri autrostradës Tiranë - Durrës, tek DHL",41.3626432728,19.7179297784,,,0,,,0,,
316,,At Zef Pëllumbi,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, kryqëzimi me rrugën ""Agon""",41.34797364465405,19.762150312734498,,,0,,,0,,
317,,At Zef Pëllumbi,"është në rrugën dytësore përbri autostradës Tiranë - Durrës, kryqëzimi me rrugën ""Agon""",41.347886807360716,19.762664734611544,,,0,,,0,,
318,,Asllan Rusi,"Në Rrugën ?Dritan Hoxha?, përballë Pallatit të Sportit ?Asllan Rusi?",41.33415055429332,19.801560743926295,,,0,,,0,,
319,,Pandi Dardha,"Në kryqëzimin e Rrugës ""Dritan Hoxha"" me Rrugën ""Pandi Dardha"", tek  Drejtoria e Përgjithshme e Doganave Tiranë.",41.335391578141554,19.797921336334948,,,0,,,0,,
320,,Pallatet Arabe,"Në kryqëzimin e Rrugës ?Dritan Hoxha? me Rrugën ?Lord Bajron?, tek shkolla 9-vjeçare ?Ahmet Gashi?",41.337119395360915,19.793138548250383,,,0,,,0,,
321,,Blloku Gintash,"Në Rrugën ?Dritan Hoxha?, përballë Bllokut ?Gintash?.",41.33801771629998,19.7903871667,,,0,,,0,,
325,,Rruga Kastriotët,"Në Rrugën ""Kastriotët"", tek Pallatet e Reja",41.3466884322254,19.774461312935617,,,0,,,0,,
326,,Treshi,"Në Rrugën ""Kastriotët"", pas shinave të trenit tek ""Treshi""",41.351483468699996,19.7708885017,,,0,,,0,,
327,,Terminal D,"Në Rrugën ""Kastriotët"", pranë kompleksit të pallateve ""Malezjane""",41.343568750637075,19.77643361724784,,,0,,,0,,
328,,Rruga Kastriotët,"Në Rrugën ""Kastriotët"", tek Pallatet e Reja.",41.34700403800813,19.77396095218312,,,0,,,0,,
329,,Treshi,"Në Rrugën ""Kastriotët"", para shinave të trenit tek ?Treshi?",41.35144581619999,19.7706238727,,,0,,,0,,
330,,Ura Paskuqanit,"Në Rrugën ""Kastriotët"", pranë kryqëzimit me Rrugën ?Ali Ibra?.",41.35513491068837,19.774467849554263,,,0,,,0,,
331,,Kodër Kamëz,"Në Rrugën ""Kastriotët"", para kryqëzimit me Rrugën ?Gramozi?.",41.35804014389999,19.773611205,,,0,,,0,,
332,,Kodër Kamëz,"Në Rrugën ""Kastriotët"", pranë kryqëzimit me Rrugën ?Gramozi?",41.35823033580001,19.7732139386,,,0,,,0,,
334,,Instituti Bujqësor,Pranë ?Universitetit Bujqësor të Tiranës?,41.3606511723,19.7719208307,,,0,,,0,,
335,,Ura Paskuqanit,"Në Rrugën ?Kastriotët?, pranë kryqëzimit me Rrugën ?Ali Ibra?.",41.355244069114896,19.774701028942182,,,0,,,0,,
336,,Gjethja,"ne rrugen Ibrahim Rugova ( ne muzeun ""Shtepia e Gjetheve)",41.32673584043194,19.816455033106187,,,0,,,0,,
337,,9 Katëshet A,"në segmentin e kufizuar nga ""Luigj Gurakuqi"" dhe ""E Dibrës"" sipas sensit të lëvizjes",41.329381845593126,19.821536258172653,,,0,,,0,,
338,,1 Maji,"Në fillim të rrugës ?Ali Demi?, pranë shkollës 9 ? vjeçare ?1Maji?",41.3277080385,19.8289344094,,,0,,,0,,
339,,Ali Demi,"në afërsi të kryqëzimit të rrugës ""Ali Demi"", me rrugën ""Mustafa Gerblleshi""",41.327706860000006,19.8318358902,,,0,,,0,,
340,,Ali Demi,"në afërsi të kryqëzimit të rrugës ""Ali Demi"", me rrugën ""Mustafa Gerblleshi""",41.32778769270001,19.831674734300005,,,0,,,0,,
341,,Sheshi Çamëria,"në rrugën ""Ali Demi"", tek sheshi ""Çamëria""",41.32796070919999,19.8362652734,,,0,,,0,,
342,,Sheshi Çamëria,"në rrugën ""Ali Demi"", përballë sheshit ""Çamëria""",41.3277374608,19.8356039719,,,0,,,0,,
343,,Kushtrimi Lirisë,"në rrugën ""Ali Demi"", tek shkolla 9 vjeçare ""Kushtrimi i Lirisë""",41.330591525887684,19.839507067165275,,,0,,,0,,
344,,Markata,"në rrugën ""Ali Demi"", përballë shkollës 9 vjeçare ""Kushtrimi i Lirisë""",41.33242651879999,19.846080093,,,0,,,0,,
345,,Markata,"në rrugën ""Ali Demi"", përpara kryqëzimit me rrugën ""Bajo Topulli""",41.332645751,19.8462791228,,,0,,,0,,
346,,Poligrafiku,"në rrugën ""Ali Demi"", pas kryqëzimit me rrugën ""Agush Gjergjevica"", tek ish ""Poligrafikut""",41.33359467404634,19.848934806721186,,,0,,,0,,
347,,Poligrafiku,"në rrugën ""Ali Demi"", pas kryqëzimit me Rrugën ""Agush Gjergjevica"", përballë ish ""Poligrafikut""",41.33362469326596,19.848648099441778,,,0,,,0,,
348,,Ura Shkozë,"në rrugën ""Ali Shefqeti"", pas kryqëzimit me rrugën ""Fatmir Agalliu""",41.333964664899995,19.851678388,,,0,,,0,,
349,,Ura Shkozë,"në rrugën ""Ali Shefqeti"", përpara kryqëzimit me rrugën ""Fatmir Agalliu""",41.3341601358,19.8519707157,,,0,,,0,,
350,,Pallatet Shkozë,"në rrugën ""Ali Shefqeti"", përpara kryqëzimit me Rrugën ""Fransua Pukvil""",41.33471981919481,19.854179463178802,,,0,,,0,,
351,,Pallatet Shkozë,"në rrugën ""Ali Shefqeti"", pas kryqëzimit me rrugën ""Fransua Pukvil""",41.334527889848175,19.85347944226821,,,0,,,0,,
352,,Novruz Qoshja,"në rrugën ""Ali Shefqeti"", para kryqëzimit me rrugën ""Novruz Qoshja""",41.334573082056416,19.8580676164565,,,0,,,0,,
353,,Novruz Qoshja,"në rrugën ""Ali Shefqeti"", para kryqëzimit me rrugën ""Novruz Qoshja""",41.334446123469476,19.858329362311636,,,0,,,0,,
354,,Rruga Spahiu,"në rrugën ""Ali Shefqeti"", pas kryqëzimit me rrugën ""Spahiu""",41.33408394734025,19.86337356218296,,,0,,,0,,
355,,Rruga Spahiu,"në rrugën ""Ali Shefqeti"", para kryqëzimit me rrugën ""Spahiu""",41.33411103718521,19.862966555385597,,,0,,,0,,
356,,Banesat Sociale,"në rrugën ""Ali Shefqeti"", përballë banesave sociale shkozë",41.33320369819999,19.8649703719,,,0,,,0,,
357,,Banesat Sociale,"në rrugën ""Ali Shefqeti"", para kryqëzimit me rrugën ""Spahiu""",41.333109398543634,19.864895059847154,,,0,,,0,,
358,,Autotraktorët,"në rrugën ""Ali Shefqeti"", tek hyrja e ish kombinatit të autotraktorëve",41.33247833259998,19.8679371157,,,0,,,0,,
359,,Autotraktorët,"në rrugën ""Ali Shefqeti"", tek hyrja e ish kombinatit të autotraktorëve",41.332323611,19.8680538792,,,0,,,0,,
360,,Kushtrimi Lirisë,"në rrugën ""Ali Demi"", tek shkolla 9 vjeçare ""Kushtrimi i Lirisë""",41.33058782987425,19.839943611781553,,,0,,,0,,
362,,Harry Fultz,"rruga  ""Asim Vokshi"", përballë shkollës ""Harry Fultz""",41.33515453681117,19.811842213078858,,,0,,,0,,
363,,Don Bosko,"rruga  ""Asim Vokshi"", pas kryqëzimit me rrugën ""Don Bosko""",41.33443887733998,19.807517224961014,,,0,,,0,,
364,,Vizion Plus,"Në Rrugën ?Don Bosko?, përball televizionit ?Vizion Plus?",41.33811459662377,19.803636250327934,,,0,,,0,,
365,,Vizion Plus,"Në Rrugën ?Don Bosko?, tek televizioni ?Vizion Plus?",41.337658929935635,19.803799644139158,,,0,,,0,,
366,,Spitali Ushtarak,"Në  Rrugën ?Lord Bajron?, përballë Spitalit Ushtarak",41.34177477909999,19.7950369572,,,0,,,0,,
367,,Laprakë,Në kryqëzimin e Rrugës ?Lord Bajron? me Rrugën ?Gjergj Legisi?,41.338368791799994,19.7932603418,,,0,,,0,,
368,,Laprakë,Në kryqëzimin e Rrugës ?Lord Bajron? me Rrugën ?Gjergj Legisi?.,41.33832400960001,19.7931637186,,,0,,,0,,
369,,Isuf Uka,"Në fillimin e Rrugës ""Migjeni""",41.34882823483847,19.77955060139167,,,0,,,0,,
370,,Isuf Uka,"Në Rrugën ""Petrit Radovicka"", kryqëzimi me Rugën ""Albanet"" dhe Rrugën ""Isuf Uka""",41.34884818156898,19.779396064426944,,,0,,,0,,
372,,Gjergj Fishta,"Në Rrugën ""Petrit Radovicka"", kryqëzimi me Rugën ""Albanet"" dhe Rrugën ?Isuf Uka""",41.35113497727462,19.772396509372644,,,0,,,0,,
373,,Aleks Buda,Në kryqëzimin e Rrugës ?Lord Bajron? me Rrugën ?Gjergj Legisi?,41.33983246810359,19.790212585907074,,,0,,,0,,
374,,Aleks Buda,Në kryqëzimin e Rrugës ?Lord Bajron? me Rrugën ?Gjergj Legisi?,41.34001749508001,19.790122040354856,,,0,,,0,,
375,,Rruga Muzakët,"Në Rrugën ?Don Bosko?, tek shkolla ?Don Bosko?.",41.33904301852875,19.802925672124875,,,0,,,0,,
376,,Rruga Muzakët,"Në Rrugën ?Don Bosko?, tek shkolla ?Don Bosko?.",41.339453773088536,19.80274634149069,,,0,,,0,,
377,,PTUU,"Në Rrugën ?Don Bosko?, përball  Parkut të Transportit Urban të Udhëtarëve. Stacioni",41.34096379750566,19.801628326783508,,,0,,,0,,
378,,PTUU,"Në Rrugën ?Don Bosko?, pranë  Parkut të Transportit Urban të Udhëtarëve.",41.341281074599635,19.80156236403486,,,0,,,0,,
379,,Administrativja,"Në Rrugën ?Don Bosko?, tek Gjykata Administrative",41.34224467279999,19.7986063103,,,0,,,0,,
380,,Administrativja,"Në Rrugën ?Don Bosko?, në afërsi të Gjykatës Administrative",41.34232120109999,19.7984966691,,,0,,,0,,
381,,Shinat e Trenit,"Në Kryqëzimin e Rrugës ?Vangjel Noti? me Rrugën ?Iliria?, tek shinat e trenit.",41.34448746045518,19.787687186562923,,,0,,,0,,
382,,Shinat e Trenit,"Ne kryqëzimin e Rrugës ?Vangjel Noti?me Rrugën ?Buna?, tek shinat e trenit.",41.34468260003767,19.787672025405712,,,0,,,0,,
383,,Mark Bajraktari,Në kryqëzimin e Rrugës ?Petrit Radovicka? me Rrugën ?Mark Bajraktari?.,41.346720281143554,19.782403379393102,,,0,,,0,,
384,,Mark Bajraktari,"Në Rrugën ?Petrit Radovicka?, kryqëzimi me Rugën ?Albanet? dhe Rrugën ?Isuf Uka?",41.346788392114355,19.78238648604529,,,0,,,0,,
385,,Skënder Luarasi,"Prane shkolles ""Skender Luarasi",41.34596881453901,19.78375011517761,,,0,,,0,,
386,,Skënder Luarasi,"Prane shkolles ""Skender Luarasi",41.34602451275753,19.78385844726099,,,0,,,0,,
